kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10141900,K01082.03,Kepler-763 b,CONFIRMED,CANDIDATE,0.821,0,0,0,0,1.196548464,3.75E-06,-3.75E-06,132.53363,2.53E-03,-2.53E-03,0.332,0.136,-0.332,1.2592,0.081,-0.081,2.25E+02,1.60E+01,-1.60E+01,1.25,6.00E-02,-9.00E-02,1414,,,945.12,158.94,-180.08,16.5,4,2,q1_q17_dr25_tce,4999,79,-79,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
5689351,K00505.01,Kepler-169 e,CONFIRMED,CANDIDATE,1,0,0,0,0,13.76710058,2.98E-05,-2.98E-05,174.81089,1.65E-03,-1.65E-03,0.806,0.097,-0.598,2.9105,0.0555,-0.0555,6.85E+02,1.78E+01,-1.78E+01,2.24,1.30E-01,-1.00E-01,595,,,29.55,6.4,-4.66,41.6,5,1,q1_q17_dr25_tce,5001,99,,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,K00505.02,Kepler-169 c,CONFIRMED,CANDIDATE,0.996,0,0,0,0,6.1954595,2.41E-05,-2.41E-05,134.71507,2.99E-03,-2.99E-03,0.647,0.306,-0.431,2.952,0.104,-0.104,2.96E+02,1.22E+01,-1.22E+01,1.37,8.00E-02,-6.00E-02,776,,,85.77,18.56,-13.52,27.1,5,5,q1_q17_dr25_tce,5001,99,0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,K00505.03,Kepler-169 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.25058201,1.27E-05,-1.27E-05,133.69472,3.12E-03,-3.12E-03,0.684,0.017,-0.509,2.2537,0.098,-0.098,2.18E+02,1.05E+01,-1.05E+01,1.19,7.00E-02,-5.00E-02,962,,,202.09,43.74,-31.85,24,5,3,q1_q17_dr25_tce,5001,99,0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,K00505.04,Kepler-169 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,8.34819209,3.13E-05,-3.13E-05,136.84111,2.87E-03,-2.87E-03,0.799,0.174,-0.561,2.835,0.11,-0.11,2.89E+02,1.44E+01,-1.44E+01,1.45,8.00E-02,-7.00E-02,702,,,57.48,12.45,-9.06,22.1,5,4,q1_q17_dr25_tce,5001,99,0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
5689351,K00505.05,Kepler-169 f,CONFIRMED,CANDIDATE,0.981,0,0,0,0,87.0912594,4.41E-04,-4.41E-04,187.31231,4.34E-03,-4.34E-03,0.845,0.005,-0.597,7,0.158,-0.158,1.13E+03,2.83E+01,-2.83E+01,2.95,1.80E-01,-1.30E-01,321,,,2.52,0.55,-0.39,41.8,5,2,q1_q17_dr25_tce,5001,99,0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.337437946,1.95E-06,-1.95E-06,171.761982,6.59E-04,-6.59E-04,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,9.71E+02,1.37E+01,-1.37E+01,2.34,1.70E-01,-9.00E-02,1070,,,311.16,69.46,-40.17,82.4,2,1,q1_q17_dr25_tce,5005,79,-79,4.595,0.012,-0.064,0.765,0.055,-0.028,293.83331,50.23035,15.334
11080405,K02442.01,Kepler-386 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,25.1933989,1.69E-04,-1.69E-04,146.4301,5.75E-03,-5.75E-03,0.679,0.025,-0.517,4.62,0.151,-0.151,4.81E+02,2.83E+01,-2.83E+01,1.95,9.00E-02,-1.50E-01,513,,,16.34,2.7,-3.18,18,2,1,q1_q17_dr25_tce,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,289.85889,48.693851,15.629
11080405,K02442.02,Kepler-386 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.3101351,1.29E-04,-1.29E-04,141.8765,7.27E-03,-7.27E-03,0.783,0.18,-0.576,3.797,0.199,-0.199,2.64E+02,2.28E+01,-2.28E+01,1.51,7.00E-02,-1.10E-01,651,,,42.42,7.04,-8.25,12.9,2,2,q1_q17_dr25_tce,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,289.85889,48.693851,15.629
3640905,K01221.01,Kepler-278 b,CONFIRMED,CANDIDATE,1,0,0,0,0,30.1599411,1.76E-04,-1.76E-04,138.51774,4.84E-03,-4.84E-03,0.802,0.021,-0.558,7.874,0.13,-0.13,1.76E+02,5.80E+00,-5.80E+00,4.54,3.00E-01,-6.10E-01,836,,,115.69,21.26,-35.56,32.3,2,1,q1_q17_dr25_tce,5010,51,-103,3.62,0.06,-0.055,3.051,0.202,-0.404,290.10718,38.702229,11.584
3640905,K01221.02,Kepler-278 c,CONFIRMED,CANDIDATE,0.981,0,0,0,0,51.0771048,5.57E-04,-5.57E-04,152.35694,7.90E-03,-7.90E-03,0.498,0.011,-0.443,11.233,0.249,-0.249,1.42E+02,6.20E+00,-6.20E+00,3.66,2.40E-01,-4.90E-01,702,,,57.28,10.53,-17.6,24.1,2,2,q1_q17_dr25_tce,5010,51,-103,3.62,0.06,-0.055,3.051,0.202,-0.404,290.10718,38.702229,11.584
4164922,K03864.01,Kepler-1698 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.210693626,1.59E-06,-1.59E-06,132.39306,1.07E-03,-1.07E-03,0.597,0.327,-0.374,1.434,0.0388,-0.0388,1.59E+02,4.70E+00,-4.70E+00,0.99,5.00E-02,-6.00E-02,1351,,,784.51,154.33,-140.73,41.6,2,1,q1_q17_dr25_tce,5014,100,-100,4.559,0.044,-0.032,0.756,0.039,-0.043,293.34497,39.257809,12.914
6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.20396958,1.49E-05,-1.49E-05,169.69138,1.43E-03,-1.43E-03,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1.02E+03,2.12E+01,-2.12E+01,3.01,2.40E-01,-3.00E-01,742,,,71.5,22.24,-20.23,54.4,2,1,q1_q17_dr25_tce,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1,0,0,0,0,14.49645186,6.36E-05,-6.36E-05,143.41659,4.09E-03,-4.09E-03,0.97,0.002,-0.663,4.016,0.305,-0.305,6.48E+02,2.67E+01,-2.67E+01,3.01,2.40E-01,-3.00E-01,613,,,33.48,10.42,-9.47,25.7,2,2,q1_q17_dr25_tce,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
10271806,K00733.01,Kepler-224 c,CONFIRMED,CANDIDATE,1,0,0,0,0,5.924993927,7.63E-06,-7.63E-06,169.71629,1.01E-03,-1.01E-03,0.848,0.064,-0.583,2.8874,0.0794,-0.0794,1.61E+03,2.53E+01,-2.53E+01,3.15,2.10E-01,-1.40E-01,758,,,77.91,18.22,-12.03,68.5,4,1,q1_q17_dr25_tce,5016,100,-100,4.641,0.018,-0.053,0.679,0.046,-0.029,290.9343,47.357601,15.644
10271806,K00733.02,Kepler-224 d,CONFIRMED,CANDIDATE,1,0,0,0,0,11.34934848,2.44E-05,-2.44E-05,134.31805,1.80E-03,-1.80E-03,0.398,0.043,-0.398,3.1101,0.0569,-0.0569,1.25E+03,3.09E+01,-3.09E+01,2.39,1.70E-01,-1.00E-01,610,,,32.75,7.66,-5.06,41.7,4,2,q1_q17_dr25_tce,5016,100,-100,4.641,0.018,-0.053,0.679,0.046,-0.029,290.9343,47.357601,15.644
10271806,K00733.03,Kepler-224 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.13295351,1.02E-05,-1.02E-05,135.67494,2.50E-03,-2.50E-03,0.135,0.312,-0.135,2.2207,0.0838,-0.0838,4.35E+02,1.98E+01,-1.98E+01,1.39,9.00E-02,-6.00E-02,937,,,181.84,42.51,-28.09,23.9,4,3,q1_q17_dr25_tce,5016,100,-100,4.641,0.018,-0.053,0.679,0.046,-0.029,290.9343,47.357601,15.644
10271806,K00733.04,Kepler-224 e,CONFIRMED,CANDIDATE,1,0,0,0,0,18.64349986,6.49E-05,-6.49E-05,141.62687,2.88E-03,-2.88E-03,0.774,0.152,-0.537,1.8491,0.0853,-0.0853,8.13E+02,5.33E+01,-5.33E+01,2.14,1.40E-01,-9.00E-02,517,,,16.91,3.95,-2.62,16.1,4,4,q1_q17_dr25_tce,5016,100,-100,4.641,0.018,-0.053,0.679,0.046,-0.029,290.9343,47.357601,15.644
7609553,K02924.01,Kepler-1387 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.279523364,8.54E-06,-8.54E-06,133.3576,3.34E-03,-3.34E-03,0.033,0.43,-0.033,1.6202,0.0978,-0.0978,1.27E+02,9.00E+00,-9.00E+00,0.87,9.00E-02,-9.00E-02,1123,,,374.78,135,-108.32,16.7,2,1,q1_q17_dr25_tce,5017,151,-136,4.516,0.075,-0.067,0.797,0.079,-0.087,292.4404,43.209431,14.589
8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.15681552,1.20E-05,-1.20E-05,174.13511,1.33E-03,-1.33E-03,0.45,0.411,-0.255,2.5882,0.0463,-0.0463,8.67E+02,1.98E+01,-1.98E+01,2.47,1.00E-01,-2.00E-01,782,,,88.23,13.54,-17.72,47.7,3,1,q1_q17_dr25_tce,5029,83,-75,4.494,0.077,-0.027,0.838,0.033,-0.066,289.59476,44.141949,15.46
8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1,0,0,0,0,17.64830851,5.50E-05,-5.50E-05,133.54533,2.52E-03,-2.52E-03,0.653,0.265,-0.444,2.0873,0.0752,-0.0752,7.63E+02,3.57E+01,-3.57E+01,2.43,1.00E-01,-1.90E-01,579,,,26.49,4.06,-5.32,23.8,3,2,q1_q17_dr25_tce,5029,83,-75,4.494,0.077,-0.027,0.838,0.033,-0.066,289.59476,44.141949,15.46
8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.957,0,0,0,0,4.14810719,3.05E-05,-3.05E-05,133.3881,5.58E-03,-5.58E-03,0.093,0.365,-0.093,2.535,0.183,-0.183,1.75E+02,1.53E+01,-1.53E+01,1.08,4.00E-02,-9.00E-02,938,,,182.76,28.04,-36.7,12.9,3,3,q1_q17_dr25_tce,5029,83,-75,4.494,0.077,-0.027,0.838,0.033,-0.066,289.59476,44.141949,15.46
9634821,K02037.01,Kepler-1995 b,CONFIRMED,CANDIDATE,0.979,0,0,0,0,73.7578875,4.30E-04,-4.30E-04,183.72348,4.88E-03,-4.88E-03,0.714,0.205,-0.487,2.69,0.115,-0.115,1.84E+03,9.88E+01,-9.88E+01,4.28,2.21E+00,-6.60E-01,375,,,4.66,7.81,-1.77,20.2,3,1,q1_q17_dr25_tce,5029,192,-174,4.429,0.13,-0.416,0.93,0.481,-0.144,284.34274,46.316551,15.213
10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1,0,0,0,0,16.06864674,1.09E-05,-1.09E-05,173.621937,5.17E-04,-5.17E-04,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,4.91E+03,3.33E+01,-3.33E+01,5.76,2.20E-01,-4.90E-01,600,,,30.75,4.46,-6.66,161.9,3,1,q1_q17_dr25_tce,5031,75,-83,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,41.19725502,9.35E-05,-9.35E-05,165.00404,1.71E-03,-1.71E-03,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2.21E+03,4.55E+01,-4.55E+01,3.86,1.50E-01,-3.30E-01,439,,,8.76,1.27,-1.9,51.2,3,2,q1_q17_dr25_tce,5031,75,-83,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.252962249,9.58E-06,-9.58E-06,171.30126,1.17E-03,-1.17E-03,0.105,0.329,-0.105,2.5819,0.0426,-0.0426,1.04E+03,2.45E+01,-2.45E+01,2.65,1.00E-01,-2.30E-01,823,,,108.3,15.73,-23.44,47.1,3,3,q1_q17_dr25_tce,5031,75,-83,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.269091415,1.01E-06,-1.01E-06,133.343682,6.80E-04,-6.80E-04,0.412,0.051,-0.398,1.4647,0.0254,-0.0254,3.41E+02,5.60E+00,-5.60E+00,1.41,1.00E-01,-6.00E-02,1331,,,740.47,170.73,-121.46,73.5,2,1,q1_q17_dr25_tce,5041,100,-100,4.576,0.028,-0.048,0.766,0.051,-0.037,296.86099,41.09734,13.999
5809890,K01050.02,Kepler-755 c,CONFIRMED,CANDIDATE,1,0,0,0,0,2.853133997,4.36E-06,-4.36E-06,133.79678,1.29E-03,-1.29E-03,0.698,0.016,-0.503,1.465,0.0434,-0.0434,2.77E+02,8.30E+00,-8.30E+00,1.36,1.00E-01,-6.00E-02,1016,,,251.77,58.05,-41.3,39.7,2,2,q1_q17_dr25_tce,5041,100,-100,4.576,0.028,-0.048,0.766,0.051,-0.037,296.86099,41.09734,13.999
11823054,K00543.01,Kepler-181 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.302139338,4.64E-06,-4.64E-06,173.438922,8.84E-04,-8.84E-04,0.652,0.028,-0.491,2.0289,0.0326,-0.0326,7.47E+02,1.29E+01,-1.29E+01,2.46,1.20E-01,-1.90E-01,937,,,182.7,31.44,-36.11,65.5,2,1,q1_q17_dr25_tce,5041,83,-75,4.479,0.077,-0.033,0.857,0.041,-0.066,296.1514,50.09581,14.707
11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.137845914,7.01E-06,-7.01E-06,133.55689,1.89E-03,-1.89E-03,0.454,0.005,-0.454,1.91,0.0577,-0.0577,3.06E+02,1.12E+01,-1.12E+01,1.5,7.00E-02,-1.10E-01,1041,,,277.64,47.78,-54.88,30.8,2,2,q1_q17_dr25_tce,5041,83,-75,4.479,0.077,-0.033,0.857,0.041,-0.066,296.1514,50.09581,14.707
6278762,K03158.05,Kepler-444 f,CONFIRMED,CANDIDATE,1,0,0,0,0,9.74048508,2.35E-05,-2.35E-05,134.87916,1.91E-03,-1.91E-03,0.89,0.043,-0.683,1.6993,0.0602,-0.0602,1.21E+02,5.40E+00,-5.40E+00,0.95,8.00E-02,-4.00E-02,673,,,48.52,16.32,-8.84,25.8,5,1,q1_q17_dr25_tce,5051,177,-141,4.562,0.033,-0.023,0.721,0.057,-0.031,289.75229,41.634605,8.717
6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,1,0,0,0,0,20.17202467,9.34E-06,-9.34E-06,141.209182,3.90E-04,-3.90E-04,0.334,0.148,-0.224,3.1488,0.0248,-0.0248,5.37E+03,2.62E+01,-2.62E+01,6.24,2.70E-01,-5.50E-01,564,,,24,3.92,-5.19,226.8,2,1,q1_q17_dr25_tce,5064,83,-75,4.474,0.09,-0.03,0.864,0.038,-0.076,299.21317,41.424831,14.711
6152974,K00216.02,Kepler-118 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,7.51854537,4.93E-05,-4.93E-05,132.53078,4.67E-03,-4.67E-03,0.13,0.321,-0.13,2.845,0.146,-0.146,2.87E+02,1.72E+01,-1.72E+01,1.42,6.00E-02,-1.20E-01,784,,,89.41,14.58,-19.35,19.4,2,2,q1_q17_dr25_tce,5064,83,-75,4.474,0.09,-0.03,0.864,0.038,-0.076,299.21317,41.424831,14.711
7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.02250608,4.09E-05,-4.09E-05,207.67593,1.48E-03,-1.48E-03,0.036,0.36,-0.036,4.1072,0.0538,-0.0538,1.77E+03,3.21E+01,-3.21E+01,3.07,2.10E-01,-1.40E-01,521,,,17.48,4.16,-2.76,62.4,2,1,q1_q17_dr25_tce,5067,102,-102,4.585,0.024,-0.048,0.75,0.052,-0.033,294.90973,42.935261,15.859
7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1,0,0,0,0,226.8904775,9.06E-04,-9.06E-04,207.35971,3.62E-03,-3.62E-03,0.731,0.139,-0.492,7.558,0.193,-0.193,3.14E+03,6.94E+01,-6.94E+01,4.53,3.20E-01,-2.00E-01,236,,,0.73,0.18,-0.11,46.8,2,2,q1_q17_dr25_tce,5067,102,-102,4.585,0.024,-0.048,0.75,0.052,-0.033,294.90973,42.935261,15.859
8222813,K01069.01,Kepler-760 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.70420525,1.32E-05,-1.32E-05,357.55941,1.05E-03,-1.05E-03,0.5,0.012,-0.434,2.9385,0.0377,-0.0377,1.07E+03,1.60E+01,-1.60E+01,2.86,1.30E-01,-2.40E-01,748,,,74.13,12.28,-15.5,74,2,1,q1_q17_dr25_tce,5074,83,-76,4.474,0.084,-0.03,0.863,0.039,-0.072,287.5932,44.17942,15.07
8222813,K01069.02,Kepler-760 c,CONFIRMED,CANDIDATE,1,0,0,0,0,2.46697039,6.30E-06,-6.30E-06,354.93093,1.69E-03,-1.69E-03,0.574,0.327,-0.353,1.6345,0.059,-0.059,3.09E+02,1.22E+01,-1.22E+01,1.56,7.00E-02,-1.30E-01,1139,,,398.42,66.01,-83.31,29.5,2,2,q1_q17_dr25_tce,5074,83,-76,4.474,0.084,-0.03,0.863,0.039,-0.072,287.5932,44.17942,15.07
7440748,K00457.01,Kepler-161 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.9213639,4.01E-06,-4.01E-06,174.299322,6.61E-04,-6.61E-04,0.026,0.359,-0.026,1.8806,0.0205,-0.0205,7.61E+02,1.10E+01,-1.10E+01,2.14,1.40E-01,-1.10E-01,868,,,134.02,30.09,-23.31,77.7,2,1,q1_q17_dr25_tce,5076,101,-101,4.55,0.036,-0.05,0.799,0.051,-0.043,290.51648,43.08382,14.196
7440748,K00457.02,Kepler-161 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.064252021,7.07E-06,-7.07E-06,135.379512,8.14E-04,-8.14E-04,0.752,0.047,-0.51,1.3867,0.0291,-0.0291,7.29E+02,1.62E+01,-1.62E+01,2.37,1.50E-01,-1.30E-01,769,,,82.76,18.58,-14.39,52.5,2,2,q1_q17_dr25_tce,5076,101,-101,4.55,0.036,-0.05,0.799,0.051,-0.043,290.51648,43.08382,14.196
8495415,K02362.02,Kepler-1208 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,11.08507658,5.15E-05,-5.15E-05,355.03627,3.40E-03,-3.40E-03,0.819,0.005,-0.582,1.751,0.103,-0.103,7.72E+02,5.11E+01,-5.11E+01,2.5,2.90E-01,-2.30E-01,665,,,46.17,19.68,-12.76,17.7,2,2,q1_q17_dr25_tce,5080,184,-163,4.538,0.065,-0.065,0.793,0.089,-0.073,291.88126,44.555729,15.938
10577994,K00475.01,Kepler-165 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.1808949,1.60E-05,-1.60E-05,176.69885,1.53E-03,-1.53E-03,0.521,0.375,-0.313,2.7546,0.0534,-0.0534,7.24E+02,1.68E+01,-1.68E+01,2.1,1.70E-01,-7.00E-02,716,,,62.21,14.38,-8.04,48.7,2,1,q1_q17_dr25_tce,5081,71,-81,4.596,0.012,-0.068,0.77,0.061,-0.028,280.69101,47.809738,14.802
10577994,K00475.02,Kepler-165 c,CONFIRMED,CANDIDATE,1,0,0,0,0,15.31296388,3.25E-05,-3.25E-05,171.79412,1.74E-03,-1.74E-03,0.607,0.296,-0.397,3.0935,0.0602,-0.0602,8.65E+02,2.09E+01,-2.09E+01,2.34,1.90E-01,-8.00E-02,581,,,26.98,6.23,-3.49,45.3,2,2,q1_q17_dr25_tce,5081,71,-81,4.596,0.012,-0.068,0.77,0.061,-0.028,280.69101,47.809738,14.802
12061969,K02061.02,Kepler-2001 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.090011003,5.82E-06,-5.82E-06,131.58066,3.73E-03,-3.73E-03,0.531,0.001,-0.479,1.5,0.16,-0.16,1.75E+02,1.83E+01,-1.83E+01,1.04,1.30E-01,-8.00E-02,1402,,,911.28,396.55,-206.34,12.6,2,2,q1_q17_dr25_tce,5081,166,-136,4.596,0.028,-0.083,0.77,0.095,-0.055,291.65952,50.583881,15.753
12061969,K02061.01,Kepler-2001 c,CONFIRMED,CANDIDATE,0,0,0,0,0,14.09258319,,,141.1447066,,,0.586,,,4.1536,,,5.30E+02,,,1.82,2.30E-01,-1.30E-01,597,,,30.1,13.09,-6.82,17.8,2,1,q1_q17_dr25_tce,5081,166,-136,4.596,0.028,-0.083,0.77,0.095,-0.055,291.65952,50.583881,15.753
8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,34.2685741,1.13E-04,-1.13E-04,147.05143,2.68E-03,-2.68E-03,0.677,0.217,-0.455,4.8251,0.0848,-0.0848,6.99E+02,1.94E+01,-1.94E+01,2.44,1.10E-01,-2.00E-01,477,,,12.2,2.1,-2.54,38.2,2,1,q1_q17_dr25_tce,5083,83,-76,4.468,0.088,-0.033,0.872,0.042,-0.072,289.19263,44.149319,14.685
4947556,K03936.02,Kepler-1930 b,CONFIRMED,CANDIDATE,0.91,0,0,0,0,13.0267964,4.36E-05,-4.36E-05,139.14777,2.54E-03,-2.54E-03,0.93,0.032,-0.664,0.785,0.106,-0.106,3.57E+02,4.51E+01,-4.51E+01,2.08,2.00E-01,-1.80E-01,643,,,40.51,14.47,-10.65,11.4,2,2,q1_q17_dr25_tce,5083,152,-152,4.512,0.063,-0.07,0.844,0.083,-0.074,297.57712,40.02771,13.336
8753896,K02473.01,Kepler-389 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.24417541,1.56E-05,-1.56E-05,132.94014,4.30E-03,-4.30E-03,0.761,0.04,-0.543,1.992,0.105,-0.105,3.72E+02,2.34E+01,-2.34E+01,1.84,8.00E-02,-1.60E-01,1047,,,283.66,44.72,-61.51,18,3,1,q1_q17_dr25_tce,5094,81,-81,4.469,0.096,-0.03,0.87,0.037,-0.075,291.95999,44.900021,15.77
8753896,K02473.03,Kepler-389 c,CONFIRMED,CANDIDATE,0.94,0,0,0,0,14.5123622,2.84E-04,-2.84E-04,143.8154,1.67E-02,-1.67E-02,0.927,0.027,-0.627,4.163,0.315,-0.315,3.56E+02,3.50E+01,-3.50E+01,2.08,8.00E-02,-1.80E-01,636,,,38.6,6.09,-8.37,11.8,3,2,q1_q17_dr25_tce,5094,81,-81,4.469,0.096,-0.03,0.87,0.037,-0.075,291.95999,44.900021,15.77
2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.38122447,2.13E-05,-2.13E-05,268.02421,1.49E-03,-1.49E-03,0.319,0.117,-0.319,2.715,0.0552,-0.0552,8.02E+02,2.15E+01,-2.15E+01,2.18,1.50E-01,-1.00E-01,672,,,48.37,11.58,-7.64,41.9,2,1,q1_q17_dr25_tce,5095,101,-101,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562
2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,1,0,0,0,0,24.5709023,1.01E-04,-1.01E-04,135.87209,3.30E-03,-3.30E-03,0.945,0.009,-0.674,3.587,0.181,-0.181,7.64E+02,3.17E+01,-3.17E+01,2.82,2.00E-01,-1.20E-01,505,,,15.33,3.68,-2.42,26.3,2,2,q1_q17_dr25_tce,5095,101,-101,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562
7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1,0,0,0,0,9.439459486,4.99E-06,-4.99E-06,177.186096,4.18E-04,-4.18E-04,0.049,0.273,-0.049,2.8979,0.0188,-0.0188,3.04E+03,1.88E+01,-1.88E+01,4.16,5.00E-01,-2.80E-01,686,,,52.32,21.42,-12.06,175.2,3,1,q1_q17_dr25_tce,5097,152,-152,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067
7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0,0,0,0,0,20.47748843,3.13E-05,-3.13E-05,178.66786,1.03E-03,-1.03E-03,0.497,0.015,-0.44,2.8364,0.0419,-0.0419,1.38E+03,2.82E+01,-2.82E+01,2.92,3.50E-01,-1.90E-01,530,,,18.65,7.63,-4.3,52.7,3,2,q1_q17_dr25_tce,5097,152,-152,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067
7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.336123113,4.36E-06,-4.36E-06,135.31623,1.09E-03,-1.09E-03,0.252,0.22,-0.252,1.9616,0.0333,-0.0333,5.16E+02,1.37E+01,-1.37E+01,1.74,2.00E-01,-1.20E-01,970,,,209.79,85.87,-48.36,41.6,3,3,q1_q17_dr25_tce,5097,152,-152,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067
2438264,K00440.01,Kepler-156 c,CONFIRMED,CANDIDATE,1,0,0,0,0,15.90688891,2.55E-05,-2.55E-05,177.9305,1.28E-03,-1.28E-03,0.014,0.417,-0.014,3.9879,0.044,-0.044,9.25E+02,1.34E+01,-1.34E+01,2.35,1.60E-01,-1.20E-01,588,,,28.32,6.44,-4.86,75,2,1,q1_q17_dr25_tce,5097,101,-101,4.554,0.036,-0.05,0.797,0.052,-0.042,290.29651,37.749489,14.172
2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.973455252,4.43E-06,-4.43E-06,170.885791,7.11E-04,-7.11E-04,0.817,0.056,-0.576,1.6519,0.0276,-0.0276,7.42E+02,1.31E+01,-1.31E+01,2.46,1.60E-01,-1.30E-01,867,,,133.55,30.37,-22.92,65.4,2,2,q1_q17_dr25_tce,5097,101,-101,4.554,0.036,-0.05,0.797,0.052,-0.042,290.29651,37.749489,14.172
6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.49018305,1.18E-05,-1.18E-05,174.95037,1.24E-03,-1.24E-03,0.02,0.404,-0.02,2.7297,0.0424,-0.0424,1.12E+03,2.27E+01,-2.27E+01,2.56,1.70E-01,-1.20E-01,753,,,76.06,17.21,-12.63,53,4,1,q1_q17_dr25_tce,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
