pl_name,hostname,k2_name,epic_hostname,default_flag,disposition,disp_refname,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-90 c,K2-90,K2-90 c,EPIC 210968143,1,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.900706,0.000331,-0.000319,0,0.035,0.001,-0.001,0,1.3,0.13,-0.11,0,,,,,,,,,,0.19,0.211462,-0.153189,0,80.8,13.2,-11.1,0,,,,,0,,,,,,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4421.98,93.48,-91.15,0,0.63,0.03,-0.03,0,0.7,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.1527391,22.4724517,134.188,0.421,-0.419,13.707,0.103,-0.103,10.36,0.02,-0.02,13.2292,0.00024,-0.00024,12/12/17,2017-11,10/26/17
K2-16 b,K2-16,K2-16 b,EPIC 201754305,0,CONFIRMED,Montet et al. 2015,3,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,7.62067,0.00095,-0.00095,0,0.0662,0.0011,-0.0011,0,2.13,0.37,-0.37,0,,,,,,,,,,,,,,,,,,710,16,-16,0,0,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,4761,50,-57,0,0.64,0.03,-0.03,0,0.67,0.04,-0.03,0,-0.4,0.12,-0.17,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,175.0972238,4.5574311,334.967,4.1785,-4.1785,14.668,0.137,-0.137,12.087,0.023,-0.023,14.3234,0.000359,-0.000359,7/6/16,2015-08,7/16/15
K2-16 c,K2-16,K2-16 c,EPIC 201754305,0,CONFIRMED,Montet et al. 2015,3,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,19.07536,0.0049,-0.0049,0,0.122,0.0021,-0.0021,0,2.14,0.41,-0.41,0,,,,,,,,,,,,,,,,,,523,12,-12,0,0,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,4761,50,-57,0,0.64,0.03,-0.03,0,0.67,0.04,-0.03,0,-0.4,0.12,-0.17,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,175.0972238,4.5574311,334.967,4.1785,-4.1785,14.668,0.137,-0.137,12.087,0.023,-0.023,14.3234,0.000359,-0.000359,7/6/16,2015-08,7/16/15
K2-59 b,K2-59,K2-59 b,EPIC 206027655,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,20.6915,0.0044,-0.007,0,,,,,2.1,0.23,-0.29,0,,,,,,,,,,,,,,,,,,,,,,0,0.0986,0.0122,-0.0092,0,2.28,0.264,-0.288,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.64,0.04,-0.01,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,338.94255,-14.027727,311.313,3.544,-3.467,14.266,0.114,-0.114,11.838,0.023,-0.023,13.9395,0.00033,-0.00033,9/5/19,2019-09,9/5/19
K2-59 c,K2-59,K2-59 c,EPIC 206027655,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.29665,0.00074,-0.00074,0,,,,,2.08,0.17,-0.19,0,,,,,,,,,,,,,,,,,,,,,,0,0.094,0.0051,-0.0052,0,1.8,0.096,-0.1176,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.64,0.04,-0.01,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,338.94255,-14.027727,311.313,3.544,-3.467,14.266,0.114,-0.114,11.838,0.023,-0.023,13.9395,0.00033,-0.00033,9/5/19,2019-09,9/5/19
GJ 9827 b,GJ 9827,K2-135 b,EPIC 246389858,0,CONFIRMED,Niraula et al. 2017,3,Transit,2017,K2,Published Confirmed,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,1.208957,0.000013,-0.000012,0,0.02,0.002,-0.002,0,1.75,0.11,-0.12,0,,,,,,,,,,,,,,,,,,1044,36,-31,0,0,,,,,1.63,0.085,-0.079,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,K6 V,4255,110,-110,0,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0,-0.28,0.12,-0.12,0,[Fe/H],4.7,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,351.7717763,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,8/23/19,2017-12,11/2/17
GJ 9827 b,GJ 9827,K2-135 b,EPIC 246389858,0,CONFIRMED,Niraula et al. 2017,3,Transit,2017,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,1.2089749,0.000001,-0.000001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,K6 V,4255,110,-110,0,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0,-0.28,0.12,-0.12,0,[Fe/H],4.7,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,351.7717763,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,3/4/24,2023-03,3/4/24
GJ 9827 c,GJ 9827,K2-135 c,EPIC 246389858,0,CONFIRMED,Niraula et al. 2017,3,Transit,2017,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,3.6481145,0.0000096,-0.0000096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,K6 V,4255,110,-110,0,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0,-0.28,0.12,-0.12,0,[Fe/H],4.7,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,351.7717763,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,3/4/24,2023-03,3/4/24
GJ 9827 c,GJ 9827,K2-135 c,EPIC 246389858,0,CONFIRMED,Niraula et al. 2017,3,Transit,2017,K2,Published Confirmed,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,3.64802,0.00011,-0.00011,0,0.042,0.003,-0.003,0,1.36,0.09,-0.09,0,,,,,,,,,,,,,,,,,,722,25,-22,0,0,,,,,2.19,0.031,-0.038,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,K6 V,4255,110,-110,0,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0,-0.28,0.12,-0.12,0,[Fe/H],4.7,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,351.7717763,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,8/23/19,2017-12,11/2/17
GJ 9827 d,GJ 9827,K2-135 d,EPIC 246389858,0,CONFIRMED,Niraula et al. 2017,3,Transit,2017,K2,Published Confirmed,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,6.20141,0.00013,-0.0001,0,0.06,0.005,-0.005,0,2.1,0.15,-0.15,0,,,,,,,,,,,,,,,,,,605,21,-18,0,0,,,,,1.6,0.065,-0.078,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,K6 V,4255,110,-110,0,0.65,0.07,-0.07,0,0.66,0.06,-0.06,0,-0.28,0.12,-0.12,0,[Fe/H],4.7,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,351.7717763,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,8/23/19,2017-12,11/2/17
K2-154 b,K2-154,K2-154 b,EPIC 228934525,0,CONFIRMED,Hirano et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,3.67635,0.00017,-0.00017,0,0.0408,0.0012,-0.0012,0,2.23,0.37,-0.24,0,,,,,,,,,,,,,,57.5,12.9,-12.9,0,,,,,0,,,,,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3978,70,-70,0,0.65,0.07,-0.07,0,0.67,0.06,-0.06,0,0.19,0.12,-0.12,0,[Fe/H],4.64,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,189.0015173,-2.6696217,129.356,0.445,-0.445,13.861,0.126,-0.126,10.368,0.019,-0.019,13.3173,0.000375,-0.000375,7/12/18,2018-03,2/1/18
K2-154 c,K2-154,K2-154 c,EPIC 228934525,0,CONFIRMED,Hirano et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,7.95478,0.00063,-0.00063,0,0.0683,0.0021,-0.0021,0,2.1,0.25,-0.23,0,,,,,,,,,,,,,,20.5,4.6,-4.6,0,,,,,0,,,,,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3978,70,-70,0,0.65,0.07,-0.07,0,0.67,0.06,-0.06,0,0.19,0.12,-0.12,0,[Fe/H],4.64,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,189.0015173,-2.6696217,129.356,0.445,-0.445,13.861,0.126,-0.126,10.368,0.019,-0.019,13.3173,0.000375,-0.000375,7/12/18,2018-03,2/1/18
K2-21 b,K2-21,K2-21 b,EPIC 206011691,1,CONFIRMED,Petigura et al. 2015,2,Transit,2015,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,9.325038,0.000379,-0.000403,0,0.076,0.002,-0.003,0,1.84,0.1,-0.1,0,,,,,,,,,,0.1,0.148654,-0.084698,0,10,2.1,-1.7,0,,,,,0,,,,,,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4222.06,88.15,-84.41,0,0.65,0.03,-0.03,0,0.68,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,340.3037846,-14.4893256,83.6448,0.2665,-0.2649,12.851,0.057,-0.057,9.417,0.02,-0.02,12.2785,0.000342,-0.000342,12/12/17,2017-11,10/26/17
K2-21 c,K2-21,K2-21 c,EPIC 206011691,0,CONFIRMED,Petigura et al. 2015,2,Transit,2015,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,15.4941223,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.121,0.009,-0.009,0,2.21,0.34,-0.34,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4047,132.86,-133.44,0,0.65,0.06,-0.08,0,0.63,0.08,-0.08,0,,,,,,4.61,0.11,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,340.3037846,-14.4893256,83.6448,0.2665,-0.2649,12.851,0.057,-0.057,9.417,0.02,-0.02,12.2785,0.000342,-0.000342,12/21/16,2016-10,12/21/16
K2-21 c,K2-21,K2-21 c,EPIC 206011691,1,CONFIRMED,Petigura et al. 2015,2,Transit,2015,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,15.50192,0.000918,-0.000928,0,0.107,0.003,-0.004,0,2.49,0.17,-0.19,0,,,,,,,,,,0.21,0.20677,-0.173719,0,5.1,1.1,-0.9,0,,,,,0,,,,,,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4222.06,88.15,-84.41,0,0.65,0.03,-0.03,0,0.68,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,340.3037846,-14.4893256,83.6448,0.2665,-0.2649,12.851,0.057,-0.057,9.417,0.02,-0.02,12.2785,0.000342,-0.000342,12/12/17,2017-11,10/26/17
K2-381 b,K2-381,K2-381 b,EPIC 217192839,0,CONFIRMED,Christiansen et al. 2022,3,Transit,2022,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.939256,0.000797,-0.0008,0,,,,,1.083,0.937,-0.128,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4661,50,-50,0,0.65,0.02,-0.02,0,,,,,-0.33,0.08,-0.08,0,[Fe/H],4.66,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,288.0267612,-21.0075789,145.701,1.082,-1.067,12.883,0.069,-0.069,10.302,0.021,-0.021,12.6373,0.000252,-0.000252,2/15/18,2018-03,2/15/18
K2-381 c,K2-381,K2-381 c,EPIC 217192839,0,CONFIRMED,Christiansen et al. 2022,3,Transit,2022,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,16.035054,0.000798,-0.000814,0,,,,,2.058,0.573,-0.255,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4661,50,-50,0,0.65,0.02,-0.02,0,,,,,-0.33,0.08,-0.08,0,[Fe/H],4.66,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,288.0267612,-21.0075789,145.701,1.082,-1.067,12.883,0.069,-0.069,10.302,0.021,-0.021,12.6373,0.000252,-0.000252,2/15/18,2018-03,2/15/18
K2-381 d,K2-381,K2-381 d,EPIC 217192839,0,CONFIRMED,Christiansen et al. 2022,3,Transit,2022,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,26.804998,0.002441,-0.002403,0,,,,,1.532,0.279,-0.128,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4661,50,-50,0,0.65,0.02,-0.02,0,,,,,-0.33,0.08,-0.08,0,[Fe/H],4.66,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,288.0267612,-21.0075789,145.701,1.082,-1.067,12.883,0.069,-0.069,10.302,0.021,-0.021,12.6373,0.000252,-0.000252,2/15/18,2018-03,2/15/18
K2-50 b,K2-50,K2-50 b,EPIC 201833600,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,8.7529874,,,0,,,,,2.46,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.119,,,0,2.91,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4252,,,0,0.65,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,169.483654,5.988289,257.443,3.239,-3.239,14.705,0.16,-0.16,11.664,0.023,-0.023,14.2575,0.000513,-0.000513,12/5/15,2016-01,12/5/15
K2-62 b,K2-62,K2-62 b,EPIC 206096602,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.671774,0.000177,-0.000168,0,,,,,1.926,0.135,-0.096,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4636,50,-50,0,0.65,0.02,-0.02,0,0.68,0.02,-0.02,0,-0.29,0.08,-0.08,0,[Fe/H],4.7,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,334.3645089,-12.1874776,112.467,0.491,-0.487,12.391,0.08,-0.08,9.688,0.023,-0.023,12.0433,0.000247,-0.000247,2/14/18,2018-03,2/15/18
K2-62 c,K2-62,K2-62 c,EPIC 206096602,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,16.197201,0.00083,-0.000823,0,,,,,1.891,0.2,-0.111,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4636,50,-50,0,0.65,0.02,-0.02,0,0.68,0.02,-0.02,0,-0.29,0.08,-0.08,0,[Fe/H],4.7,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,334.3645089,-12.1874776,112.467,0.491,-0.487,12.391,0.08,-0.08,9.688,0.023,-0.023,12.0433,0.000247,-0.000247,2/14/18,2018-03,2/15/18
K2-90 b,K2-90,K2-90 b,EPIC 210968143,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,13.71468745,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.149,0.012,-0.012,0,4.339,0.351,-0.351,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4133.13,131.13,-166.91,0,0.65,0.1,-0.08,0,0.65,0.1,-0.06,0,-0.038,0.092,-0.092,0,[M/H],4.62,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.1527391,22.4724517,134.188,0.421,-0.419,13.707,0.103,-0.103,10.36,0.02,-0.02,13.2292,0.00024,-0.00024,12/21/16,2016-10,12/21/16
K2-90 b,K2-90,K2-90 b,EPIC 210968143,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.73288,0.00042,-0.00043,0,,,,,2.64,0.34,-0.29,0,,,,,,,,,,,,,,,,,,,,,,0,0.1582,0.0037,-0.0038,0,2.8608,0.0672,-0.084,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.65,0.08,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.1527391,22.4724517,134.188,0.421,-0.419,13.707,0.103,-0.103,10.36,0.02,-0.02,13.2292,0.00024,-0.00024,9/5/19,2019-09,9/5/19
K2-90 c,K2-90,K2-90 c,EPIC 210968143,0,CONFIRMED,Crossfield et al. 2016,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.90022,0.00015,-0.00015,0,,,,,1.36,0.19,-0.19,0,,,,,,,,,,,,,,,,,,,,,,0,0.0389,0.0022,-0.0023,0,1.3032,0.0792,-0.1176,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.65,0.08,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,59.1527391,22.4724517,134.188,0.421,-0.419,13.707,0.103,-0.103,10.36,0.02,-0.02,13.2292,0.00024,-0.00024,9/5/19,2019-09,9/5/19
K2-136 b,K2-136,K2-136 b,EPIC 247589423,0,CONFIRMED,Mann et al. 2018,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,7.975292,0.000833,-0.00077,0,,,,,0.99,0.06,-0.04,0,,,,,,,,,,0.1,0.19,-0.07,0,,,,,553,17,-27,0,0,,,,,2.54,0.24,-0.49,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,K5.5,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,0.15,0.03,-0.03,0,[Fe/H],4.66,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,67.4128615,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,11/9/17,2018-01,11/9/17
